"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"07G23" -0.00647921169223718 0.0195557257689795 -5.24507093456577 1.3982780721992e-05 0.00231658720841551 1.00821111775205
"30C24" -0.00833885688853535 0.0258131528399116 -5.24222741838306 1.4092056832618e-05 0.00232142615765962 1.00040342030696
"18C07" -0.0230476154569725 0.0609614628162349 -5.23630224785996 1.4322521353874e-05 0.00232575669675767 0.98413430906432
"18L15" -0.0150901439840404 0.0405871902773993 -5.23431940750257 1.44004870111285e-05 0.00232575669675767 0.978689951715545
"53H05" 0.197189984438182 0.274608872620189 5.23294940916556 1.44546041832194e-05 0.00232575669675767 0.974928312917902
"18P21" -0.0683501827624159 0.14181535164305 -5.2319413719735 1.44945535430018e-05 0.00232575669675767 0.972160528328887
"18J03" -0.0193389222357902 0.0531485142571326 -5.22831201011506 1.46393077071805e-05 0.00232575669675767 0.962195389521465
"56K09" 0.0103889292694144 0.0230540073989632 5.22801674978286 1.46511475204022e-05 0.00232575669675767 0.961384697513452
"18P11" -0.0259057617452775 0.0679349405578602 -5.22730146035143 1.46798701585435e-05 0.00232575669675767 0.959420740433123
"18E01" -0.0113814807972391 0.0307195617537908 -5.21508970490399 1.51790427936952e-05 0.00238042159421688 0.925891778680805
"35L12" -0.0199889788529039 0.0863646537328961 -5.21358057866029 1.524190091487e-05 0.00238042159421688 0.921748364345294
"01G24" -0.0332601572216971 0.0683852405780919 -5.21229471461711 1.52956656746975e-05 0.00238042159421688 0.918217948573396
"30J15" -0.00523380881994951 0.018453708418032 -5.21092082735766 1.53533210815906e-05 0.00238042159421688 0.914445876567834
"59O01" 0.0570706712391662 0.0972885754121082 5.20283980982505 1.56968809383343e-05 0.0024196794771016 0.892259426857475
"18N09" -0.0101744975830397 0.0305885249144302 -5.20099141877035 1.57765415147336e-05 0.0024196794771016 0.887184756425331
"20G16" 0.00877560080770203 0.030365092041995 5.19837850736295 1.58898429242996e-05 0.0024196794771016 0.880011191678339
"51H17" -0.00417853358072019 0.0105477288223067 -5.1955043687763 1.60154143417121e-05 0.0024196794771016 0.872120529556536
"01N23" -0.0257468335564934 0.0513328174031876 -5.1953129045428 1.6023814700221e-05 0.0024196794771016 0.87159488667883
"47L02" 0.0333734993491969 0.068854186711542 5.19060925456333 1.62315773051396e-05 0.00243835295755396 0.858681687697352
"47P02" 0.0341815635186206 0.0645826043696158 5.1882395689575 1.63372685498568e-05 0.00243951503560977 0.852176149189638
"01E24" -0.0413462176514164 0.0832735394613545 -5.18352316972009 1.65496843383334e-05 0.00243951503560977 0.839228333293754
"36J08" -0.00531304265939396 0.0239897566323005 -5.18106602082647 1.66614435359861e-05 0.00243951503560977 0.832482888486142
"70G15" 0.00967736345564815 0.0283617424935135 5.17967067806544 1.67252448262583e-05 0.00243951503560977 0.828652381481174
"94M20" -0.053932628678788 0.218628061843745 -5.17736104308054 1.68313903534247e-05 0.00243951503560977 0.822312005303626
"31P05" -0.00687983134366163 0.0229689278264579 -5.17683017066888 1.68558833339998e-05 0.00243951503560977 0.820854671705955
"01L22" -0.02335305956291 0.05636404758402 -5.17335711995242 1.70170041930091e-05 0.00243951503560977 0.811320656259365
"18D02" -0.0191444707878778 0.053377443072681 -5.17191012749289 1.70845874885849e-05 0.00243951503560977 0.807348503996264
"87A12" -0.00643647260074677 0.00701913663375114 -5.16939316081998 1.72027867644101e-05 0.00243951503560977 0.800439222461671
"12E20" 0.0120247712631313 0.0442762066366197 5.16820444873212 1.72588945337811e-05 0.00243951503560977 0.797176139406069
"01K22" -0.0183271910965621 0.0450015110317437 -5.1678121066793 1.72774534993795e-05 0.00243951503560977 0.796099142154311
"59G12" 0.00426592907997595 0.0115407042512167 5.1677728549787 1.72793113240016e-05 0.00243951503560977 0.795991394520223
"01E20" -0.0121985506593255 0.0370651873969174 -5.16663713978163 1.73331527380958e-05 0.00243951503560977 0.792873815874101
"32C20" -0.0443942769983164 0.159290694714856 -5.16150027828912 1.75787867294902e-05 0.00244335233387534 0.778773174384053
"53B02" -0.00550386476329967 0.0315123028474487 -5.16090447612315 1.76075016305203e-05 0.00244335233387534 0.777137726849139
"18L04" -0.0230548140790716 0.0522835938932793 -5.15705766669907 1.77940351214613e-05 0.00244335233387534 0.766578549781672
"17K20" 0.0231712638157559 0.0736728403273931 5.15563259036657 1.78636393922687e-05 0.00244335233387534 0.762666887559242
"83O22" 0.0164559399289351 0.0671773878675641 5.15278421506407 1.80035800157308e-05 0.00244335233387534 0.754848533735737
"01C20" -0.0112419600457857 0.0404927888442147 -5.15248240614185 1.80184721115752e-05 0.00244335233387534 0.754020121743469
"68B10" 0.0128944266392539 0.055026892774413 5.15222767152693 1.80310510368362e-05 0.00244335233387534 0.753320921471559
"66A14" -0.0090971998390186 0.042084876105953 -5.15007786700242 1.81375606533115e-05 0.00244335233387534 0.747420138377704
"45C09" -0.00931078108827792 0.0373770650309284 -5.14909430554287 1.81865000984204e-05 0.00244335233387534 0.74472048310558
"01C24" -0.0412838518839367 0.0765287010097922 -5.14876016661736 1.82031560761933e-05 0.00244335233387534 0.743803350275373
"06N23" -0.00761213435791246 0.0294563927850289 -5.145976685457 1.83425010030218e-05 0.00245071028378161 0.736163417488081
"01E18" -0.0147850802235615 0.0326609806981554 -5.13868568808079 1.87125868248362e-05 0.00248868821014898 0.716152120282247
"01G22" -0.0166711304069448 0.046629689971847 -5.13642381874373 1.88289114795104e-05 0.00249272434029884 0.709944241903392
"01J20" -0.0280978743626011 0.0598781131023089 -5.13260680515048 1.90268604798498e-05 0.00249735082712219 0.699468346895731
"60B19" -0.00727722974171717 0.0237281631109672 -5.13242902901679 1.90361305416481e-05 0.00249735082712219 0.698980441758364
"72K02" 0.011104656396229 0.0357370501506585 5.12836248339285 1.92494189925359e-05 0.00249876658717026 0.687819993289931
"45K13" -0.00658186445579967 0.0181194999147728 -5.12474075726194 1.94413919881989e-05 0.00249876658717026 0.677880581632202
"33E15" -0.0964759077289563 0.2951056778893 -5.12393423871245 1.94844027380246e-05 0.00249876658717026 0.675667216664767
"47P16" 0.0207638984271949 0.0471343026601728 5.12179935695049 1.9598714376667e-05 0.00249876658717026 0.66980842314735
"54F22" 0.00694944687382822 0.0173158690858155 5.11826957522808 1.97891912870275e-05 0.00249876658717026 0.660121768471088
"01J22" -0.0298614851539192 0.0650777204347356 -5.11623789145824 1.98996664557405e-05 0.00249876658717026 0.654546398237228
"66P21" -0.00381727780347335 0.0123124851444522 -5.11568061130949 1.99300770483803e-05 0.00249876658717026 0.653017117445481
